Date,Consumer Price Index,Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services,Country
01-Jan-2020,276.78,272,334.15,327.06,222.29,303.47,384.3,221.92,149.13,281.04,317.86,267.03,386.8,Angola
01-Feb-2020,281.53,277.72,340.53,331.79,223.27,308.09,390.59,225.09,149.56,286.3,327.66,271.69,391.96,Angola
01-Mar-2020,286.75,284.55,346.86,337.67,224.74,313.48,396.19,227.06,149.8,291.14,327.67,275.81,398.97,Angola
01-Apr-2020,292.63,293.53,355.42,338.75,225.98,318.24,404.28,229.18,149.8,291.31,327.67,282.37,404.59,Angola
01-May-2020,298.29,301.13,362.46,344.46,226.93,323.18,412.22,232.41,150.04,293.82,327.67,288.17,411.51,Angola
01-Jun-2020,303.48,308.01,370.47,349.26,227.75,327.87,418.9,234.55,150.34,296.44,327.67,294.48,419.11,Angola
01-Jul-2020,308.87,314.56,377.73,355.6,229.42,333.24,425.64,238.02,150.67,299,327.67,301.04,427.19,Angola
01-Aug-2020,314.52,321.08,386.83,362.66,230.75,339.45,433.84,240.74,150.93,301.54,327.67,306.98,439.08,Angola
01-Jan-1995,89.48,96.16,83.85,83.28,75.63,87.05,79.06,87.28,99.81,84.3,90.16,87.66,88.24,Bulgaria
01-Feb-1995,92.54,99.87,85.76,85.22,77,90.28,82.12,89.93,99.85,90.19,91.53,92.18,90.34,Bulgaria
01-Mar-1995,95.34,99.18,87.1,88.31,96.97,93.76,86.12,91.61,99.86,94.06,93.73,93.9,93.99,Bulgaria
01-Apr-1995,96.05,98.32,90.25,91.6,97.31,95.96,91.01,93.54,99.94,93.9,94.41,96.67,95.09,Bulgaria
01-May-1995,97.27,98.37,91.25,95.56,97.9,97.97,97.6,95.7,99.94,95.95,97.29,97.38,97.51,Bulgaria
01-Jun-1995,97.73,96.3,94.13,99,98.9,98.62,100.86,101.22,99.92,97.9,100.8,98.07,99.72,Bulgaria
01-Jul-1995,98.75,95.49,106.26,100.02,100.2,100.37,103.63,104.07,99.99,99.91,101.61,98.74,100.99,Bulgaria
01-Aug-1995,99.4,95.11,108.99,102.13,100.92,101.95,107.6,104.87,99.99,101.91,102.05,98.72,102.67,Bulgaria
01-Sep-1995,104.13,100.14,110.95,106.96,112.28,105.15,109.28,106.3,100.1,106.66,103.82,101.88,105.92,Bulgaria
01-Oct-1995,106.87,103.14,111.51,112.05,113.43,107.38,111.82,107.26,100.14,109.32,104.68,109.78,106.81,Bulgaria
01-Nov-1995,109.69,106.89,114.38,115.98,114.04,108.97,114.77,108.55,100.22,111.64,106.04,111.67,108.74,Bulgaria
01-Dec-1995,112.75,111.02,115.58,119.89,115.43,112.53,116.13,109.66,100.25,114.26,113.88,113.36,109.97,Bulgaria
01-Jan-1996,117.34,116.11,116.8,121.17,118.79,113.57,166.08,111.61,100.26,115.62,118.95,117.25,110.37,Bulgaria
01-Feb-1996,118.2,117.47,117.01,121.99,119.62,114.68,119.37,114.73,155.79,120.42,122.21,119.68,111.83,Bulgaria
01-Mar-1996,120.3,118.83,118.62,123.87,121.02,117.38,123.37,120.39,155.9,122.84,123.64,123.02,114.29,Bulgaria
01-Apr-1996,123.98,121.14,123.38,126.58,133.14,120.09,127.29,126.85,155.94,121.64,125.1,125.28,116.45,Bulgaria
01-May-1996,138.52,132.81,142.72,139.42,151.65,140.45,133.85,151.17,156.49,146.59,132.53,135.29,128.23,Bulgaria
01-Jun-1996,164.4,160.08,180.95,151.86,161.12,169.6,144.1,209.64,157.47,170.85,140.18,152.27,151.65,Bulgaria
01-Jul-1996,202.13,191.1,233.3,166.86,266.3,205.1,172.66,247.04,222.87,200.26,146,171.63,176.15,Bulgaria
01-Aug-1996,237.69,236.36,243.82,185.81,320.43,230.25,205.13,282.5,223.98,219.87,151.93,185.56,197.1,Bulgaria
01-Sep-1996,281.58,288.18,256,233.88,366.15,267.25,230.11,326.36,225.49,259.07,173.75,219.34,225.82,Bulgaria
01-Oct-1996,328.97,347.69,288.28,274.65,419.62,294.66,250.78,378.63,225.96,272.59,189.95,258.1,248.04,Bulgaria
01-Nov-1996,362.13,372.82,311.76,318.13,467.35,338.63,275.89,434.63,227.43,305.9,198.34,284.64,281.19,Bulgaria
01-Dec-1996,464.05,469.64,404.09,435.39,544.82,495.4,311.47,584.18,230.54,414.46,276.3,343.24,398.7,Bulgaria
01-Jan-1997,691.13,727.99,582.88,658.28,765.91,748.79,415.01,792.61,320.67,631.26,321.03,472.79,591.15,Bulgaria
01-Feb-1997,2366.1,2729.76,2479.39,2581.07,1423.93,2911.04,1628.34,2147.05,352.97,1653.82,498.51,1414.72,2299.18,Bulgaria
01-Mar-1997,2549.74,2716.99,2598.54,2340.25,2640.25,2473.4,1893.16,2964.01,2164.98,1520.57,695.75,1827.06,2197.7,Bulgaria
01-Apr-1997,2539.66,2624.62,2342.83,2199.79,3279.68,2330.68,2205.74,2826.63,2156.84,1568.25,890.71,1895.73,2057.13,Bulgaria
01-May-1997,2587.1,2675.7,2345.68,2189.77,3379.88,2257.96,2387.05,2874.02,2156.13,1702.87,1097.37,1994.07,2011.89,Bulgaria
01-Jun-1997,2624.19,2668.61,2476.53,2244.47,3485.42,2307.04,2489.11,2929.51,2156.18,1747.27,1208.81,2140.17,2031.07,Bulgaria
01-Jul-1997,2689.3,2744.57,2498.37,2305.84,3546.31,2376.56,2577.92,2969.17,2158.28,1901.06,1252.05,2194.65,2023.57,Bulgaria
01-Aug-1997,2837.35,2938,2519.3,2577.41,3627.56,2451.93,2701.36,3022.62,2159.06,1951.03,1329.97,2303.44,2077.27,Bulgaria
01-Sep-1997,2946.29,3032.98,2557.8,2600.99,3758.28,2468.49,2772.84,3238.65,2159.25,2165.19,2649.5,2539.09,2100.36,Bulgaria
01-Oct-1997,2969.49,3034.22,2554.91,2663.89,3785.03,2464.68,2918.56,3288.1,2159.2,2190.85,2753.06,2683.07,2055.96,Bulgaria
01-Nov-1997,2998.59,3049.2,2561.55,2711.27,3810.47,2465.9,2998.36,3300.24,2160.29,2344.85,2836.61,2776.43,2113.14,Bulgaria
01-Dec-1997,3005.58,3044.14,2520.75,2743.98,3819.17,2486.67,3011.75,3313.26,2160.45,2391.3,2931.77,2854.83,2101.09,Bulgaria
01-Jan-1998,3069.1,3157.23,2517.66,2653.23,3847.06,2526.94,3033.08,3346.66,2161.05,2456.18,3278.41,2930.41,2117.52,Bulgaria
01-Feb-1998,3107.86,3197.37,2525.65,2624,3924.2,2552.76,3070.8,3402.77,2161.34,2508.94,3485.99,3030.42,2141.06,Bulgaria
01-Mar-1998,3112.6,3194.82,2533.28,2643.61,3962.32,2568.59,3088.86,3243.04,2161.4,2547.22,3529.74,3065.04,2289.37,Bulgaria
01-Apr-1998,3126.16,3195.38,2554.42,2678.5,3972.31,2571.44,3110.97,3306.84,2161.24,2507.21,3568.98,3129.62,2355.09,Bulgaria
01-May-1998,3074.06,3074.16,2595.4,2699.75,3986.21,2560.5,3084.84,3368.01,2162.14,2543.18,3620.16,3141.38,2362.93,Bulgaria
01-Jun-1998,2965.69,2862.2,2617.19,2666.36,4022.32,2557.94,3026.82,3384.3,2163,2511.35,3634.61,3125.15,2360.91,Bulgaria
01-Jul-1998,2944.29,2792.87,2639.01,2632.3,4093.77,2557.44,3064.32,3415.55,2327.89,2565.19,3628.7,3135.94,2362.66,Bulgaria
01-Aug-1998,2953.43,2761.89,2682.93,2650.7,4253.32,2565.72,3115,3430.72,2329,2628.03,3627.27,3133.62,2357.24,Bulgaria
01-Sep-1998,3048.57,2846.98,2711.14,2740.89,4591.84,2545.96,3133.82,3431.99,2328.13,2705.51,3996.73,3185.04,2368.12,Bulgaria
01-Oct-1998,3058.31,2843.05,2714.59,2717.17,4625.76,2548.14,3140.08,3511.64,2330.16,2721.49,4181.89,3286.97,2375.59,Bulgaria
01-Nov-1998,3041.88,2801.82,2723.42,2711.35,4629.16,2534.81,3193.97,3520.28,2330.2,2787.88,4198.53,3299.97,2381.43,Bulgaria
01-Dec-1998,3054.47,2821.08,2734.29,2689.63,4637.85,2531.46,3229.54,3512.75,2329.22,2842.42,4241.04,3336.67,2379.38,Bulgaria
01-Jan-1999,3126.44,2864.86,3151.55,2663.61,5083.75,2523.54,3265.36,3339.17,2293.03,2835.09,4356.9,3351.56,2383.69,Bulgaria
01-Feb-1999,3105.81,2813.29,3195.79,2622.95,5114.12,2514.13,3284.13,3323.49,2293.14,2863.06,4421.14,3434.98,2375.77,Bulgaria
01-Mar-1999,3075.46,2748.44,3202.27,2593.63,5145.03,2509.25,3299.96,3307.33,2293.57,2877.55,4373.68,3449.51,2380.54,Bulgaria
01-Apr-1999,3056.25,2689.3,3201.39,2615.66,5142.73,2510.95,3305.87,3381.6,2411.25,2856.85,4431.88,3452.8,2373.83,Bulgaria
01-May-1999,3028.96,2626.31,3197.63,2589.57,5149.63,2506.61,3305.1,3449.75,2411.44,2875.84,4441.92,3462.67,2368.71,Bulgaria
01-Jun-1999,3001.48,2568.84,3181.21,2603.11,5165.12,2509.05,3308.02,3452.98,2411.6,2828.44,4433.24,3440.68,2369.81,Bulgaria
01-Jul-1999,3103.03,2648.76,3191.42,2599.21,5521.1,2515,3351.15,3796.81,2415.14,2891.58,4446.07,3428.81,2413.51,Bulgaria
01-Aug-1999,3126.01,2652.75,3198.04,2589.29,5652.33,2520.26,3363.33,3862.08,2412.83,2901.69,4472.86,3511.19,2424.74,Bulgaria
01-Sep-1999,3173.07,2709.34,3207.87,2597.48,5657.18,2521.78,3443.42,3893.9,2415.02,2976.97,4689.48,3564.85,2605.19,Bulgaria
01-Oct-1999,3209.48,2753.2,3216.58,2572.9,5653.57,2525.55,3493.62,3898.51,2415.1,2981.64,4771.45,3621.34,2902.53,Bulgaria
01-Nov-1999,3223.97,2772.45,3231.89,2562.67,5653.3,2522.51,3521.05,3950.55,2415.27,3017.32,4778.05,3633.26,2898.18,Bulgaria
01-Dec-1999,3267.06,2843.83,3232.69,2560.79,5656.19,2523.65,3564.38,4031.02,2415.43,3015.64,4836.76,3679.41,2902.84,Bulgaria
01-Jan-2000,3345.79,2936.6,3244.04,2554.83,5946.53,2504.19,3607.62,4060.56,2415.78,3042.23,4867.67,3747.85,2941.19,Bulgaria
01-Feb-2000,3382.52,2990.25,3245.06,2533.1,5976.65,2501.68,3658.49,4120.34,2416.18,3075.56,4934.15,3775.1,2984.29,Bulgaria
01-Mar-2000,3372.04,2942.23,3243.45,2510.3,6001.67,2497.04,3720.31,4239.76,2416.47,3115.89,4949.49,3801.59,2978.25,Bulgaria
01-Apr-2000,3337.16,2866.55,3254.41,2493.86,5995.03,2489.94,3784.24,4204.41,2417.16,3162.52,4956.8,3826.56,2994.81,Bulgaria
01-May-2000,3341.64,2844.46,3265.48,2478.52,6026.83,2490.48,3824.71,4355.42,2417.16,3143.51,4967.74,3827.22,3043.15,Bulgaria
01-Jun-2000,3349.84,2843.93,3272.17,2465.14,6039.48,2492.71,3865.03,4443.08,2416.79,3136.89,4915.93,3840.13,3060.76,Bulgaria
01-Jul-2000,3370.51,2884.17,3278.73,2455.21,6047.5,2499.33,3926.75,4404.91,2416.79,3147.28,4930.08,3842.45,3075.42,Bulgaria
01-Aug-2000,3470.83,3047.61,3281.02,2450.41,6194.63,2505.21,3982.73,4447.61,2416.79,3149.99,4942.36,3932.87,3083.9,Bulgaria
01-Sep-2000,3548.86,3126.18,3277.2,2465.98,6273.99,2504.05,4177.57,4654.95,2422.05,3230.74,5859.04,4025.65,3100.15,Bulgaria
01-Oct-2000,3591.84,3169.04,3278.08,2483.82,6297.79,2512.19,4294.05,4712.6,2422.05,3296.28,6766.47,4088.89,3139.92,Bulgaria
01-Nov-2000,3619.32,3173.81,3278.14,2503.86,6320.04,2524.17,4479.27,4689.35,2767.9,3311.44,6794.81,4125.38,3159.99,Bulgaria
01-Dec-2000,3634.96,3216.96,3279.72,2515.32,6322.75,2525.72,4608.31,4526.62,2676.9,3339.53,6792.26,4173.03,3174.88,Bulgaria
01-Jan-2001,3657.44,3240.21,3276.09,2522.09,6374.8,2537.66,4654,4486.71,2740.33,3371.42,6797.4,4193.11,3190.53,Bulgaria
01-Feb-2001,3669.54,3231.15,3275.15,2511.1,6421.46,2547.4,4688.38,4605.2,2772.63,3416.95,6801.19,4210.48,3205.77,Bulgaria
01-Mar-2001,3671.37,3222.28,3285.71,2508.81,6459.35,2551.16,4697.52,4604.17,2773.43,3443.99,6808.3,4223.91,3209.16,Bulgaria
01-Apr-2001,3664.75,3195.17,3288.4,2505.93,6468.64,2559.51,4699.42,4769.14,2684.17,3424.5,6814.25,4233.07,3228.65,Bulgaria
01-May-2001,3666.89,3178.25,3283.35,2499.4,6479.04,2564.2,4708.16,4866.76,2772.44,3424.2,6815.08,4234.32,3229.68,Bulgaria
01-Jun-2001,3663.95,3168.49,3279.51,2492.35,6495.64,2566.18,4786.38,4825,2773.12,3421.51,6817.14,4230.61,3231.6,Bulgaria
01-Jul-2001,3657.05,3133.49,3284.3,2483.52,6502.04,2566.86,5124.58,4765.78,2773.12,3388.93,6820.12,4227.79,3241.5,Bulgaria
01-Aug-2001,3668.38,3109.33,3287.24,2470.15,6514.32,2565.73,5598.61,4767.45,2773.12,3446.5,6818.89,4242.55,3246.55,Bulgaria
01-Sep-2001,3714.89,3180.38,3287.35,2484.19,6521.04,2566.02,5668.72,4823.5,2773.91,3498.71,7083.46,4264.31,3257.88,Bulgaria
01-Oct-2001,3778.68,3206.51,3292.56,2499.6,6923.25,2566.76,5696.53,4703.42,3127.44,3507.76,7160.76,4276.18,3265.8,Bulgaria
01-Nov-2001,3786.97,3219.85,3298.32,2509.93,6938,2568.99,5720.04,4651.19,3127.44,3522.35,7160.47,4298.56,3260.53,Bulgaria
01-Dec-2001,3810.28,3303.55,3299.91,2515.05,6799.24,2569.61,5724.17,4606.39,3034.19,3541.44,7158.27,4316.26,3266.13,Bulgaria
01-Jan-2002,3912.89,3401.58,3343.27,2519.15,7075.56,2576.33,6145.21,4626.04,3101.45,3574.78,7189.84,4375.63,3319.94,Bulgaria
01-Feb-2002,3976.63,3434.8,3834.94,2508.77,7125.69,2572.27,6558.39,4658.66,3114.23,3585.59,7204.45,4421.2,3333.96,Bulgaria
01-Mar-2002,4007.6,3441.44,4242.31,2500.54,7156.05,2571.61,6620.56,4708.96,3114.58,3592.57,7255.2,4440.8,3339.8,Bulgaria
01-Apr-2002,4003.02,3412.29,4274.68,2501.29,7171.81,2573.74,6665.92,4824.06,3114.29,3571.67,7256.19,4444.84,3336.86,Bulgaria
01-May-2002,3920.01,3250.07,4268.04,2496.84,7165.88,2570.97,6703.62,4769.82,3162.45,3568.68,7237.5,4423.52,3339.16,Bulgaria
01-Jun-2002,3853.81,3126.4,4312.28,2486.48,7155.32,2564.8,6706.53,4720.96,3163.25,3528.08,7234.6,4427.99,3340.84,Bulgaria
01-Jul-2002,3857.91,3011.42,4304.72,2473.71,7871.24,2561.93,6708.79,4720.71,3163.25,3551.89,7228.7,4396.1,3352.51,Bulgaria
01-Aug-2002,3832.36,2972.79,4300.84,2458.24,7870.57,2559.12,6671.34,4652.25,3165.89,3546.32,7224.11,4413.17,3352.34,Bulgaria
01-Sep-2002,3862.7,3019.31,4300.33,2479.61,7889.95,2561.41,6674.95,4740.56,3167.26,3483.48,7607.68,4422.24,3348.86,Bulgaria
01-Oct-2002,3900.78,3076.36,4303.99,2500.14,7945.87,2554.7,6654.12,4800.99,3167.26,3492.9,7651.09,4438.53,3340.14,Bulgaria
01-Nov-2002,3907.14,3071.02,4296.97,2503.15,8031.86,2557.76,6635.98,4808.06,3168.82,3514.73,7652.9,4455.46,3344.43,Bulgaria
01-Dec-2002,3955.63,3159.08,4298.73,2508.63,8048.08,2554.7,6633.19,4928.92,3068.16,3528.98,7652.6,4471.05,3345.21,Bulgaria
01-Jan-2003,3981.3,3174.63,4322.64,2497.64,8085.67,2553.3,6689.34,5059.98,3114.32,3538.14,7650.56,4517.31,3351.8,Bulgaria
01-Feb-2003,3986.4,3188.79,4325.52,2460.78,8065.43,2553.25,6684.31,5092.19,3117.24,3543.3,7649.81,4539.14,3344.75,Bulgaria
01-Mar-2003,4001.36,3209.01,4328.47,2446.23,8068.76,2550.45,6957.33,5038.16,3117.2,3546.55,7661.23,4539.85,3348.87,Bulgaria
01-Apr-2003,4013.02,3237.02,4328.81,2443.12,8077.83,2546.16,7058.13,4923.46,3117.76,3522.33,7656.16,4560.13,3368.28,Bulgaria
01-May-2003,3988.39,3211.13,4328.28,2423.9,8058.01,2543.89,7070.91,4734.08,3116.85,3528.62,7651.61,4577.23,3376.15,Bulgaria
01-Jun-2003,3901.96,3038.55,4326.71,2410.71,8046.21,2543.59,7050.24,4684.77,3116.72,3599.76,7675.55,4586.2,3372.22,Bulgaria
01-Jul-2003,3936.54,2981.27,4326.37,2400.96,8727.46,2541.61,7023.93,4713.91,3128.86,3658.98,7651.88,4582.76,3371.54,Bulgaria
01-Aug-2003,3966.14,3023.21,4330.32,2386.64,8759.64,2540.96,7008.63,4768.23,3128.11,3672.37,7652.29,4585.05,3460.3,Bulgaria
01-Sep-2003,4003.54,3091.21,4334.02,2414.39,8774,2534.92,7001.9,4786.85,3128.42,3659.08,7941.79,4583.41,3461.55,Bulgaria
01-Oct-2003,4031.35,3134.4,4339.73,2451.56,8801.74,2531.63,6999.3,4792.3,3128.42,3664.59,8058.06,4594.76,3467.38,Bulgaria
01-Nov-2003,4105.52,3286.71,4357.55,2465.47,8767.74,2519.6,6990.25,4813.93,3128.42,3647.93,8073.3,4629.83,3470.14,Bulgaria
01-Dec-2003,4178.59,3427.71,4360.32,2470.73,8749.58,2519.1,6968.79,4914.28,3118.6,3650.29,8069.75,4658.85,3470.95,Bulgaria
01-Jan-2004,4235.85,3473.81,5015.38,2472.39,8765.51,2517.39,6972.17,4970.51,3123.9,3657.08,8063.69,4725.41,3481.97,Bulgaria
01-Feb-2004,4250.66,3486.04,5457.71,2455.7,8753.23,2510.67,6998.88,4880.22,3125.81,3657.17,8035.84,4742.43,3420.62,Bulgaria
01-Mar-2004,4247.65,3475.98,5507.84,2448.71,8751.98,2513.71,6989.46,4866.66,3125.99,3657.05,8033.57,4751.97,3436.97,Bulgaria
01-Apr-2004,4259.47,3490.09,5521.04,2452.33,8775.66,2507.02,7005.46,4911.75,3125.72,3642.65,8033.9,4754.96,3441.69,Bulgaria
01-May-2004,4260.89,3436.42,5541.36,2449.94,8775.35,2505.29,6995.83,5082.78,3335.63,3643.3,8037.77,4754.44,3449.88,Bulgaria
01-Jun-2004,4185.5,3286.64,5543.77,2436.9,8772.07,2503.75,6987.52,5036.9,3335.11,3627.08,8014.9,4747.66,3459.58,Bulgaria
01-Jul-2004,4236.42,3286.51,5546.48,2429.2,9281.41,2503.76,6994.42,5071.46,3335.31,3743.65,8017.19,4754.76,3465.16,Bulgaria
01-Aug-2004,4217.38,3227.79,5551.71,2418.25,9330,2504.47,6974.6,5170.16,3335.31,3712.61,8017.19,4784.86,3469.57,Bulgaria
01-Sep-2004,4257.13,3303.99,5556.39,2430.02,9335.97,2512.29,6997.07,5213.55,3335.14,3650.71,8308.24,4785.29,3476.18,Bulgaria
01-Oct-2004,4264.13,3287.22,5557.66,2458.19,9367.27,2512.87,7002.32,5360.72,3335.02,3654.24,8448.88,4798.74,3484.79,Bulgaria
01-Nov-2004,4290.66,3338.36,5562.07,2473.7,9386.67,2512.09,7004.16,5311.85,3334.88,3691.04,8451.48,4812.65,3485.47,Bulgaria
01-Dec-2004,4344.78,3455.41,5571.72,2481.54,9390.5,2515.04,7156.65,5182.28,3317.98,3695.35,8450.04,4822.38,3497.78,Bulgaria
01-Jan-2005,4376.86,3497.28,5645.39,2470.89,9429.41,2528.46,7190.58,5193.58,3321.88,3738.27,8460.02,4843.44,3528.2,Bulgaria
01-Feb-2005,4414.87,3531,5810.05,2456.62,9438.75,2537.21,7441.55,5264.12,3323.23,3749.74,8480.31,4874.65,3546.24,Bulgaria
01-Mar-2005,4429.37,3543.03,5850.2,2453.41,9435.57,2539.17,7476.74,5368.71,3319.19,3739.95,8477.49,4899.26,3551.04,Bulgaria
01-Apr-2005,4476.91,3590.2,5855.91,2458.15,9473.88,2539.47,7516.91,5509.28,3477.71,3711.23,8489.85,4918.81,3551.15,Bulgaria
01-May-2005,4455.59,3531.8,5892.81,2464.61,9474.37,2541.22,7552.36,5523.28,3477.75,3709.92,8491.83,4951.97,3557.12,Bulgaria
01-Jun-2005,4397.23,3387.69,5916.66,2461.07,9462.11,2539.65,7562.79,5670.3,3469.03,3714.82,8492.55,4972.74,3555.16,Bulgaria
01-Jul-2005,4401.45,3362.83,5934.51,2453.12,9501.4,2546.87,7561.07,5798.86,3463.92,3817.64,8493.77,4984.3,3556.03,Bulgaria
01-Aug-2005,4427.2,3387.71,5963.51,2438.69,9523.35,2549.93,7651.81,5915.86,3471.45,3828.16,8499.22,5006.31,3560.01,Bulgaria
01-Sep-2005,4489.09,3481.32,5974.11,2462.37,9560.13,2555.71,7838.71,6050.15,3469.52,3724.82,8831.77,5045.8,3568.03,Bulgaria
01-Oct-2005,4542.02,3563.45,5989.62,2499.03,9611.28,2564.66,7933.05,6021.31,3471.17,3736.06,9097.67,5110.22,3577.86,Bulgaria
01-Nov-2005,4587.11,3620.83,5993.18,2518.2,9850.66,2568.63,7953.34,5892.64,3468.66,3774.64,9100.16,5141.02,3588.76,Bulgaria
01-Dec-2005,4625.17,3683.42,6026.74,2530.03,9867.77,2566.29,7965.37,5942.14,3456.26,3798,9099.82,5183.18,3597,Bulgaria
01-Jan-2006,4661.99,3725.61,6245,2528.85,9895.83,2571.23,8007.08,5968.26,3461.37,3807.09,9127.05,5218.43,3622.88,Bulgaria
01-Feb-2006,4802.98,3791.47,9155.8,2522.62,9909.41,2579.88,8021.45,5930.35,3464.04,3805.6,9137.69,5261.6,3637.89,Bulgaria
01-Mar-2006,4816.34,3798.36,9393.91,2523.44,9940.71,2582.78,7992.49,5899.53,3462.46,3795.56,9143.32,5281.54,3656.43,Bulgaria
01-Apr-2006,4837.7,3822.08,9410.11,2535.21,9937.06,2585.4,7997.81,6020.01,3461.95,3765.19,9147.76,5336.6,3675.34,Bulgaria
01-May-2006,4835.78,3800.42,9417.41,2544.88,9940.26,2593.79,7997.62,6114.93,3458.07,3748.57,9146.84,5347.19,3700.63,Bulgaria
01-Jun-2006,4759.77,3625.47,9433.52,2548.37,9947.21,2591.18,8017.05,6121.9,3455.66,3780.24,9162.77,5350.04,3707.93,Bulgaria
01-Jul-2006,4738.09,3539.02,9443.25,2545.12,9972.66,2595.92,8053.41,6253.63,3454.92,3899.93,9165.73,5369.67,3713.44,Bulgaria
01-Aug-2006,4727.4,3501.83,9445.74,2510.14,10008.94,2607.49,8066.47,6314.46,3451.92,3917.34,9165.73,5367.63,3728.5,Bulgaria
01-Sep-2006,4741.41,3548.49,9452.14,2548.69,10032.76,2618.29,8109.91,6097.95,3453.13,3818.37,9443.09,5372.23,3744.13,Bulgaria
01-Oct-2006,4800.97,3664.55,9459.76,2603.61,10044.55,2634.26,8119.27,5997.38,3452.72,3816.52,9634.03,5422.55,3789,Bulgaria
01-Nov-2006,4869.02,3777.19,9471.64,2634.9,10134.95,2646.81,8105,6011.44,3451.25,3831.25,9664.99,5492.29,3812.42,Bulgaria
01-Dec-2006,4925.31,3875.03,9480.96,2653.92,10161.77,2654.44,8109.48,6027.6,3448.36,3908.65,9681.6,5541.44,3816.99,Bulgaria
01-Jan-2007,4995.02,3960.74,9499.65,2651.37,10211.62,2670.02,8232.06,6162.92,3453.66,3980.16,9689.15,5649.22,3879.12,Bulgaria
01-Feb-2007,5018.14,3983.28,9505.49,2627.66,10236.47,2683.95,8271.54,6160.05,3466.63,4044.96,9708.32,5704.9,3938.08,Bulgaria
01-Mar-2007,5015.35,3965.92,9175.92,2644.45,10304.86,2684.72,8282,6250.54,3463.14,4058.25,9706.14,5724.58,3949.89,Bulgaria
01-Apr-2007,5039.76,3984.9,9135.19,2684.98,10344.57,2676.19,8320.35,6383.19,3462.91,4005.65,9690.66,5750.88,4012.99,Bulgaria
01-May-2007,5043.98,3958.48,9149.2,2714.42,10375.91,2680.39,8326.22,6523.25,3460.12,3980.13,9718.13,5793.27,4041.19,Bulgaria
01-Jun-2007,5025.07,3903.39,9184.61,2713.84,10397.95,2687.55,8339.91,6550.42,3454.9,3975.31,9726.9,5809.76,4054.24,Bulgaria
01-Jul-2007,5136.4,4059.49,9190.56,2701.23,10759.89,2694.08,8296.54,6561.99,3449.7,4119.7,9750.7,5887.39,4073.73,Bulgaria
01-Aug-2007,5294.96,4367.23,9221.67,2683.08,10805.27,2706.03,8316.39,6533,3454.66,4116.94,9757.15,6151.54,4101.37,Bulgaria
01-Sep-2007,5364.84,4459.71,9249.97,2778.64,10855.49,2734.92,8337.95,6644.2,3454.24,3998.01,10318.49,6321.69,4129.54,Bulgaria
01-Oct-2007,5395.27,4502.5,9286.86,2847.52,10876.29,2746.87,8334.55,6599.2,3451.62,4006.45,10517.13,6372.36,4152.88,Bulgaria
01-Nov-2007,5480.73,4608.86,9310.98,2893.62,10935.75,2756.09,8341.83,6841.56,3449.91,4042.05,10661.03,6529.3,4200.53,Bulgaria
01-Dec-2007,5540.08,4694.42,9348.73,2909.05,10998.31,2769.12,8370.59,6932.79,3431.67,4072.27,10680.31,6612.58,4223.18,Bulgaria
01-Jan-2008,5617.75,4787.66,9358.64,2892.32,11101.93,2780.51,8514.97,7115.91,3449.56,4156.35,10772.16,6668.84,4266.96,Bulgaria
01-Feb-2008,5680.19,4869.38,9384.82,2879.06,11154.9,2794.47,8741.77,7178.77,3442.85,4180.23,10779.13,6777.91,4319,Bulgaria
01-Mar-2008,5726.66,4918.53,9602.3,2918.49,11178.38,2815.07,8720.91,7262.25,3427.53,4139.22,10784.05,6876.92,4415.33,Bulgaria
01-Apr-2008,5775.48,4981.59,9862.87,2965.21,11217.29,2825.67,8732.08,7297.66,3422.97,4097.18,10795.21,6933.09,4462.13,Bulgaria
01-May-2008,5801.98,4961.11,10174.93,2998.43,11259.42,2836.24,8731.77,7530.4,3421.06,4105.01,10799.37,6974.88,4477.83,Bulgaria
01-Jun-2008,5792.84,4849.14,10392.01,3014.09,11351.06,2849.37,8736.88,7776.36,3420.04,4137.95,10837.25,7046.94,4504.24,Bulgaria
01-Jul-2008,5879.45,4840.2,10548.62,3009.83,12195.69,2859.87,8657.06,7886.57,3411.3,4304.41,10844.5,7185.22,4524.33,Bulgaria
01-Aug-2008,5886.72,4818.57,10608.56,2972.08,12436.57,2870.25,8678.66,7754.65,3410.64,4324.28,10856.94,7284.69,4535.94,Bulgaria
01-Sep-2008,5952.49,4913.54,10645.45,3071.66,12528.9,2890.57,8671.87,7809.51,3410.29,4209.14,12036.44,7364.72,4570.84,Bulgaria
01-Oct-2008,5984.45,4973.98,10676.11,3146.09,12579.51,2904.22,8693.9,7567.59,3410.15,4263.61,12576.35,7432.02,4597.75,Bulgaria
01-Nov-2008,5981.22,4990.87,10701.93,3181.82,12690.43,2923.15,8727.75,7335.65,3232.23,4281.46,12598.41,7484.79,4631.63,Bulgaria
01-Dec-2008,5969.78,4975.17,10722.24,3180.13,12698.69,2938.14,8750.32,7056.46,3227.27,4434.59,12600.5,7530,4653.56,Bulgaria
01-Jan-2009,6016.17,5064.54,10740.53,3131.43,12852.81,2940.29,8811.53,6888.41,3225.96,4489.87,12667.68,7579.02,4697.27,Bulgaria
